"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12597","@regression Enable temp flat pay and bill","chromium","Thu May 14 10:42:10 UTC 2026","passed","Thu May 14 10:42:23 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","1909","@smoke Verify Quick link text in main menu page","chromium","Thu May 14 10:41:02 UTC 2026","passed","Thu May 14 10:41:04 UTC 2026","","UI/Login/Login.spec.ts","",""
"","5433","@regression Create new client with multiple data for Jersey City, NJ","chromium","Thu May 14 10:41:08 UTC 2026","passed","Thu May 14 10:41:14 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","12416","@smoke Create default new temp","chromium","Thu May 14 10:41:33 UTC 2026","passed","Thu May 14 10:41:45 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","15116","@regression Create a filled order","chromium","Thu May 14 10:42:00 UTC 2026","passed","Thu May 14 10:42:15 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","2946","@smoke Verify user able to login successfully parallel","chromium","Thu May 14 10:40:59 UTC 2026","passed","Thu May 14 10:41:02 UTC 2026","","UI/Login/Login.spec.ts","",""
"","24959","@regression Reconcile filled order with timecard image","chromium","Thu May 14 10:41:32 UTC 2026","passed","Thu May 14 10:41:57 UTC 2026","","Timecard/Timecard.spec.ts","",""
"","5744","@api Verify API method insertOrder","chromium","Thu May 14 10:41:18 UTC 2026","passed","Thu May 14 10:41:23 UTC 2026","","API/ClearConnect.spec.ts","",""
"","14612","@regression Reconcile filled order","chromium","Thu May 14 10:42:15 UTC 2026","passed","Thu May 14 10:42:30 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","38269","@regression Create a new order","chromium","Thu May 14 10:41:21 UTC 2026","passed","Thu May 14 10:41:59 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","10988","@regression Create new temp with custom address","chromium","Thu May 14 10:41:45 UTC 2026","passed","Thu May 14 10:41:56 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","13062","@regression Create new client with multiple data for New York, NY","chromium","Thu May 14 10:41:14 UTC 2026","passed","Thu May 14 10:41:27 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","5553","@api Verify API method getClients","chromium","Thu May 14 10:41:30 UTC 2026","passed","Thu May 14 10:41:36 UTC 2026","","API/ClearConnect.spec.ts","",""
"","6772","@api Verify API method getOrders","chromium","Thu May 14 10:41:23 UTC 2026","passed","Thu May 14 10:41:30 UTC 2026","","API/ClearConnect.spec.ts","",""
"","18468","@api Verify API method getTemps","chromium","Thu May 14 10:40:59 UTC 2026","passed","Thu May 14 10:41:17 UTC 2026","","API/ClearConnect.spec.ts","",""
"","9204","@smoke Create new client with mandatory fields","chromium","Thu May 14 10:40:59 UTC 2026","passed","Thu May 14 10:41:08 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","1925","@smoke Verify Quick link text in admin user page","chromium","Thu May 14 10:41:04 UTC 2026","passed","Thu May 14 10:41:06 UTC 2026","","UI/Login/Login.spec.ts","",""
"","5702","@regression Create new client with multiple data for Toronto, ON","chromium","Thu May 14 10:41:27 UTC 2026","passed","Thu May 14 10:41:33 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","266","seed","chromium","Thu May 14 10:40:59 UTC 2026","passed","Thu May 14 10:40:59 UTC 2026","Test group","seed.spec.ts","",""
"","32990","@regression Reconcile filled order","chromium","Thu May 14 10:40:59 UTC 2026","passed","Thu May 14 10:41:32 UTC 2026","","Timecard/Timecard.spec.ts","",""
