"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8225","@api Verify API method getOrders","chromium","Wed May 13 11:20:33 UTC 2026","passed","Wed May 13 11:20:41 UTC 2026","","API/ClearConnect.spec.ts","",""
"","9295","@smoke Create new client with mandatory fields","chromium","Wed May 13 11:20:07 UTC 2026","passed","Wed May 13 11:20:16 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","10195","@smoke Create default new temp","chromium","Wed May 13 11:20:39 UTC 2026","passed","Wed May 13 11:20:49 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","12370","@regression Create new client with multiple data for New York, NY","chromium","Wed May 13 11:20:24 UTC 2026","passed","Wed May 13 11:20:36 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","7078","@api Verify API method insertOrder","chromium","Wed May 13 11:20:25 UTC 2026","passed","Wed May 13 11:20:33 UTC 2026","","API/ClearConnect.spec.ts","",""
"","5125","@regression Create new client with multiple data for Toronto, ON","chromium","Wed May 13 11:20:36 UTC 2026","passed","Wed May 13 11:20:41 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","18226","@api Verify API method getTemps","chromium","Wed May 13 11:20:07 UTC 2026","passed","Wed May 13 11:20:25 UTC 2026","","API/ClearConnect.spec.ts","",""
"","2652","@smoke Verify user able to login successfully parallel","chromium","Wed May 13 11:20:08 UTC 2026","passed","Wed May 13 11:20:10 UTC 2026","","UI/Login/Login.spec.ts","",""
"","15991","@regression Create a filled order","chromium","Wed May 13 11:20:45 UTC 2026","passed","Wed May 13 11:21:01 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","14542","@regression Reconcile filled order","chromium","Wed May 13 11:21:01 UTC 2026","passed","Wed May 13 11:21:15 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","11908","@regression Create new temp with custom address","chromium","Wed May 13 11:21:03 UTC 2026","passed","Wed May 13 11:21:15 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","34299","@regression Create a new order","chromium","Wed May 13 11:20:10 UTC 2026","passed","Wed May 13 11:20:45 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","31726","@regression Reconcile filled order","chromium","Wed May 13 11:20:07 UTC 2026","passed","Wed May 13 11:20:39 UTC 2026","","Timecard/Timecard.spec.ts","",""
"","5211","@api Verify API method getClients","chromium","Wed May 13 11:20:41 UTC 2026","passed","Wed May 13 11:20:46 UTC 2026","","API/ClearConnect.spec.ts","",""
"","294","seed","chromium","Wed May 13 11:20:07 UTC 2026","passed","Wed May 13 11:20:07 UTC 2026","Test group","seed.spec.ts","",""
"","7123","@regression Create new client with multiple data for Jersey City, NJ","chromium","Wed May 13 11:20:17 UTC 2026","passed","Wed May 13 11:20:24 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","10626","@regression Enable temp flat pay and bill","chromium","Wed May 13 11:21:15 UTC 2026","passed","Wed May 13 11:21:26 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
