"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11640","@regression Create new client with multiple data for New York, NY","chromium","Tue May 19 14:36:02 UTC 2026","passed","Tue May 19 14:36:14 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","11759","@api Verify API method insertOrder","chromium","Tue May 19 14:36:04 UTC 2026","passed","Tue May 19 14:36:16 UTC 2026","","API/ClearConnect.spec.ts","",""
"","14679","@regression Create a filled order","chromium","Tue May 19 14:36:30 UTC 2026","passed","Tue May 19 14:36:45 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","19863","@regression Reconcile filled order with timecard image","chromium","Tue May 19 14:36:01 UTC 2026","passed","Tue May 19 14:36:21 UTC 2026","Timecard Reconciliation and Posting Using UI","UI/Timecard/Timecard.spec.ts","",""
"","3605","@smoke Verify user able to login successfully parallel","chromium","Tue May 19 14:35:46 UTC 2026","passed","Tue May 19 14:35:50 UTC 2026","","UI/Login/Login.spec.ts","",""
"","1754","@smoke Verify Quick link text in main menu page","chromium","Tue May 19 14:35:50 UTC 2026","passed","Tue May 19 14:35:52 UTC 2026","","UI/Login/Login.spec.ts","",""
"","8364","@api Verify API method getOrders","chromium","Tue May 19 14:36:16 UTC 2026","passed","Tue May 19 14:36:24 UTC 2026","","API/ClearConnect.spec.ts","",""
"","14351","@regression Reconcile filled order","chromium","Tue May 19 14:36:45 UTC 2026","passed","Tue May 19 14:36:59 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","5785","@api Verify API method getClients","chromium","Tue May 19 14:36:24 UTC 2026","passed","Tue May 19 14:36:30 UTC 2026","","API/ClearConnect.spec.ts","",""
"","6412","@regression Create new client with multiple data for Jersey City, NJ","chromium","Tue May 19 14:35:56 UTC 2026","passed","Tue May 19 14:36:02 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","8898","@smoke Create new client with mandatory fields","chromium","Tue May 19 14:35:46 UTC 2026","passed","Tue May 19 14:35:55 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","16230","@smoke Create default new temp","chromium","Tue May 19 14:35:47 UTC 2026","passed","Tue May 19 14:36:03 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","40822","@regression Create a new order","chromium","Tue May 19 14:35:46 UTC 2026","passed","Tue May 19 14:36:27 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","15783","@regression verify the data in downloaded Profitability Report","chromium","Tue May 19 14:37:15 UTC 2026","passed","Tue May 19 14:37:31 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","15553","@regression Download Profitability Report","chromium","Tue May 19 14:36:59 UTC 2026","passed","Tue May 19 14:37:15 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","22431","@regression Daily Pay","chromium","Tue May 19 14:36:58 UTC 2026","passed","Tue May 19 14:37:20 UTC 2026","Timecard Posting Using UI","UI/Timecard/Timecard.spec.ts","",""
"","3159","@smoke Verify Quick link text in admin user page","chromium","Tue May 19 14:35:52 UTC 2026","passed","Tue May 19 14:35:55 UTC 2026","","UI/Login/Login.spec.ts","",""
"","7365","@regression Create new client with multiple data for Toronto, ON","chromium","Tue May 19 14:36:14 UTC 2026","passed","Tue May 19 14:36:21 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","16419","@regression Enable temp flat pay and bill","chromium","Tue May 19 14:36:19 UTC 2026","passed","Tue May 19 14:36:36 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","15128","@regression Post Timecard","chromium","Tue May 19 14:36:21 UTC 2026","passed","Tue May 19 14:36:36 UTC 2026","Timecard Posting Using UI","UI/Timecard/Timecard.spec.ts","",""
"","17902","@api Verify API method getTemps","chromium","Tue May 19 14:35:46 UTC 2026","passed","Tue May 19 14:36:04 UTC 2026","","API/ClearConnect.spec.ts","",""
"","16385","@regression Create new temp with custom address","chromium","Tue May 19 14:36:03 UTC 2026","passed","Tue May 19 14:36:19 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","485","seed","chromium","Tue May 19 14:35:46 UTC 2026","passed","Tue May 19 14:35:46 UTC 2026","Test group","seed.spec.ts","",""
"","11300","@regression Reconcile filled order","chromium","Tue May 19 14:35:47 UTC 2026","passed","Tue May 19 14:35:58 UTC 2026","Timecard Reconciliation and Posting Using UI","UI/Timecard/Timecard.spec.ts","",""
