"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31666","@smoke Verify user able to login successfully parallel","chromium","Fri May 15 10:44:27 UTC 2026","broken","Fri May 15 10:44:59 UTC 2026","","UI/Login/Login.spec.ts","",""
"","189543","@regression Reconcile filled order","chromium","Fri May 15 11:03:06 UTC 2026","broken","Fri May 15 11:06:16 UTC 2026","","UI/Timecard/Timecard.spec.ts","",""
"","128444","@regression Create new client with multiple data for Toronto, ON","chromium","Fri May 15 10:59:01 UTC 2026","broken","Fri May 15 11:01:09 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","270","seed","chromium","Fri May 15 10:43:54 UTC 2026","passed","Fri May 15 10:43:54 UTC 2026","Test group","seed.spec.ts","",""
"","128454","@api Verify API method getClients","chromium","Fri May 15 10:59:01 UTC 2026","broken","Fri May 15 11:01:09 UTC 2026","","API/ClearConnect.spec.ts","",""
"","189971","@regression Reconcile filled order with timecard image","chromium","Fri May 15 11:09:27 UTC 2026","broken","Fri May 15 11:12:37 UTC 2026","","UI/Timecard/Timecard.spec.ts","",""
"","128455","@api Verify API method insertOrder","chromium","Fri May 15 10:50:24 UTC 2026","broken","Fri May 15 10:52:32 UTC 2026","","API/ClearConnect.spec.ts","",""
"","128203","@api Verify API method getOrders","chromium","Fri May 15 10:54:42 UTC 2026","broken","Fri May 15 10:56:51 UTC 2026","","API/ClearConnect.spec.ts","",""
"","126211","@smoke Create default new temp","chromium","Fri May 15 10:49:18 UTC 2026","broken","Fri May 15 10:51:24 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","32730","@smoke Verify Quick link text in main menu page","chromium","Fri May 15 10:45:32 UTC 2026","broken","Fri May 15 10:46:05 UTC 2026","","UI/Login/Login.spec.ts","",""
"","190839","@regression Reconcile filled order","chromium","Fri May 15 10:59:50 UTC 2026","broken","Fri May 15 11:03:01 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","128379","@smoke Create new client with mandatory fields","chromium","Fri May 15 10:46:05 UTC 2026","broken","Fri May 15 10:48:13 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","31652","@smoke Verify Quick link text in admin user page","chromium","Fri May 15 10:46:38 UTC 2026","broken","Fri May 15 10:47:10 UTC 2026","","UI/Login/Login.spec.ts","",""
"","128416","@api Verify API method getTemps","chromium","Fri May 15 10:46:05 UTC 2026","broken","Fri May 15 10:48:13 UTC 2026","","API/ClearConnect.spec.ts","",""
"","127300","@regression Enable temp flat pay and bill","chromium","Fri May 15 10:57:47 UTC 2026","broken","Fri May 15 10:59:54 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
"","128180","@regression Create new client with multiple data for New York, NY","chromium","Fri May 15 10:54:42 UTC 2026","broken","Fri May 15 10:56:51 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","189424","@regression Create a filled order","chromium","Fri May 15 10:53:28 UTC 2026","broken","Fri May 15 10:56:38 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","190137","@regression Create a new order","chromium","Fri May 15 10:47:06 UTC 2026","broken","Fri May 15 10:50:16 UTC 2026","","UI/OrderManager/Order.spec.ts","",""
"","189564","@regression Reconcile and Post Timecard","chromium","Fri May 15 11:15:48 UTC 2026","broken","Fri May 15 11:18:58 UTC 2026","","UI/Timecard/Timecard.spec.ts","",""
"","128433","@regression Create new client with multiple data for Jersey City, NJ","chromium","Fri May 15 10:50:24 UTC 2026","broken","Fri May 15 10:52:33 UTC 2026","","UI/ClientManager/ClientProfile.spec.ts","",""
"","126446","@regression Create new temp with custom address","chromium","Fri May 15 10:53:33 UTC 2026","broken","Fri May 15 10:55:39 UTC 2026","","UI/TempManager/TempProfile.spec.ts","",""
